"n","len_of_arr","k","comparisions","swaps"
"5900","5","295","76253","21114"
"5900","5","5605","74632","20788"
"5900","5","2950","71874","21002"
"5900","5","295","73630","20998"
"5900","5","5605","72319","21063"
"5900","5","2950","73146","20609"
"5900","5","295","73357","21090"
"5900","5","5605","72931","20687"
"5900","5","2950","77802","20911"
"5900","5","295","75898","20819"
"5900","5","5605","76387","20733"
"5900","5","2950","75287","20724"
"5900","5","295","76453","20943"
"5900","5","5605","75237","20739"
"5900","5","2950","69454","20365"
"5900","5","295","72985","21224"
"5900","5","5605","73007","21115"
"5900","5","2950","75022","21019"
"5900","5","295","75285","20909"
"5900","5","5605","77617","21052"
"5900","5","2950","74307","20897"
"5900","5","295","73645","20717"
"5900","5","5605","73645","21036"
"5900","5","2950","73121","20751"
"5900","5","295","71088","20279"
"5900","5","5605","71895","20612"
"5900","5","2950","74964","21434"
"5900","5","295","73791","21106"
"5900","5","5605","74252","20730"
"5900","5","2950","67357","19516"
"5900","5","295","70186","19880"
"5900","5","5605","67978","19679"
"5900","5","2950","77950","21063"
"5900","5","295","77582","20979"
"5900","5","5605","76999","20442"
"5900","5","2950","74273","20852"
"5900","5","295","75916","21032"
"5900","5","5605","73861","20966"
"5900","5","2950","70716","19859"
"5900","5","295","74879","20499"
"5900","5","5605","69604","19661"
"5900","5","2950","78172","20980"
"5900","5","295","79002","20779"
"5900","5","5605","78003","20989"
"5900","5","2950","74863","21330"
"5900","5","295","71594","20530"
"5900","5","5605","75847","20931"
"5900","5","2950","76002","20913"
"5900","5","295","77501","21091"
"5900","5","5605","73162","19834"
"5900","5","2950","71931","20586"
"5900","5","295","73703","20628"
"5900","5","5605","73959","21228"
"5900","5","2950","73323","20228"
"5900","5","295","76801","21052"
"5900","5","5605","76254","21061"
"5900","5","2950","68609","19099"
"5900","5","295","68123","19074"
"5900","5","5605","66020","18494"
"5900","5","2950","77335","20968"
"5900","5","295","76659","20974"
"5900","5","5605","73141","20500"
"5900","5","2950","76988","20735"
"5900","5","295","77577","20761"
"5900","5","5605","73948","20347"
"5900","5","2950","73843","20867"
"5900","5","295","75255","21238"
"5900","5","5605","73265","20644"
"5900","5","2950","78106","20562"
"5900","5","295","78177","20762"
"5900","5","5605","76629","20373"
"5900","5","2950","73222","20873"
"5900","5","295","73335","20644"
"5900","5","5605","71683","20312"
"5900","5","2950","75554","20981"
"5900","5","295","72897","20803"
"5900","5","5605","75324","21032"
"5900","5","2950","74870","20556"
"5900","5","295","75042","20435"
"5900","5","5605","77036","20763"
"5900","5","2950","76921","20591"
"5900","5","295","77486","20991"
"5900","5","5605","75926","20792"
"5900","5","2950","65291","19052"
"5900","5","295","66337","19156"
"5900","5","5605","69195","19038"
"5900","5","2950","76672","21204"
"5900","5","295","76096","21008"
"5900","5","5605","74937","20857"
"5900","5","2950","75840","21094"
"5900","5","295","75005","20957"
"5900","5","5605","74548","20836"
"5900","5","2950","76584","20789"
"5900","5","295","75934","20663"
"5900","5","5605","77599","21100"
"5900","5","2950","73641","21027"
"5900","5","295","72016","20736"
"5900","5","5605","74432","20910"
"5900","5","2950","79966","21019"
"5900","5","295","80570","21101"
"5900","5","5605","78230","21006"
"5900","5","2950","75417","20778"
"5900","5","295","74085","20721"
"5900","5","5605","76603","20971"
"5900","5","2950","71009","20240"
"5900","5","295","71996","20814"
"5900","5","5605","74180","21011"
"5900","5","2950","73154","20397"
"5900","5","295","74510","20508"
"5900","5","5605","72352","20327"
"5900","5","2950","77128","21308"
"5900","5","295","74830","20967"
"5900","5","5605","76715","21053"
"5900","5","2950","71546","20667"
"5900","5","295","71871","20712"
"5900","5","5605","71797","20627"
"5900","5","2950","75537","20762"
"5900","5","295","73560","20248"
"5900","5","5605","75836","20640"
"5900","5","2950","76642","21046"
"5900","5","295","77138","21023"
"5900","5","5605","74286","20768"
"5900","5","2950","79608","20700"
"5900","5","295","79345","20564"
"5900","5","5605","78242","20344"
"5900","5","2950","72872","20935"
"5900","5","295","71260","20813"
"5900","5","5605","73458","20872"
"5900","5","2950","75467","20528"
"5900","5","295","76016","20409"
"5900","5","5605","75213","20284"
"5900","5","2950","73248","20582"
"5900","5","295","74957","20773"
"5900","5","5605","74999","20918"
"5900","5","2950","75532","20990"
"5900","5","295","77202","21199"
"5900","5","5605","75355","20733"
"5900","5","2950","73787","21131"
"5900","5","295","72835","20905"
"5900","5","5605","72362","20622"
"5900","5","2950","76891","21075"
"5900","5","295","77820","21174"
"5900","5","5605","77561","20817"
"5900","5","2950","77173","21089"
"5900","5","295","77286","21302"
"5900","5","5605","77809","20884"
"5900","5","2950","74173","20804"
"5900","5","295","74539","21077"
"5900","5","5605","75082","20703"
"5900","5","2950","78601","21135"
"5900","5","295","78470","21164"
"5900","5","5605","80270","21090"
"5900","5","2950","74144","20976"
"5900","5","295","73920","20876"
"5900","5","5605","74108","20978"
"5900","5","2950","78205","20816"
"5900","5","295","78218","21031"
"5900","5","5605","77258","20809"
"5900","5","2950","74449","20816"
"5900","5","295","75003","20946"
"5900","5","5605","76208","20874"
"5900","5","2950","74197","20973"
"5900","5","295","73977","20968"
"5900","5","5605","74597","20614"
"5900","5","2950","73208","20090"
"5900","5","295","71872","20314"
"5900","5","5605","72871","20007"
"5900","5","2950","76542","20650"
"5900","5","295","76438","20089"
"5900","5","5605","78675","21065"
"5900","5","2950","73672","20992"
"5900","5","295","75336","21048"
"5900","5","5605","75348","20949"
"5900","5","2950","74766","20964"
"5900","5","295","75511","21231"
"5900","5","5605","73361","20934"
"5900","5","2950","73745","20973"
"5900","5","295","72716","20532"
"5900","5","5605","71823","20698"
"5900","5","2950","77744","21057"
"5900","5","295","75824","20750"
"5900","5","5605","75753","21044"
"5900","5","2950","76494","20522"
"5900","5","295","77498","20553"
"5900","5","5605","78477","21164"
"5900","5","2950","72813","20876"
"5900","5","295","73572","20963"
"5900","5","5605","72204","20810"
"5900","5","2950","74306","21237"
"5900","5","295","71274","20452"
"5900","5","5605","71992","20938"
"5900","5","2950","74757","20658"
"5900","5","295","75504","20845"
"5900","5","5605","76641","20710"
"5900","5","2950","76235","21004"
"5900","5","295","72834","20526"
"5900","5","5605","76671","21182"
"5900","5","2950","71703","20391"
"5900","5","295","73075","20540"
"5900","5","5605","74164","21007"
"5900","5","2950","75605","19709"
"5900","5","295","77446","20436"
"5900","5","5605","77856","20577"
"5900","5","2950","76639","21113"
"5900","5","295","76487","21242"
"5900","5","5605","74880","20643"
"5900","5","2950","75383","21075"
"5900","5","295","73400","20794"
"5900","5","5605","76774","21041"
"5900","5","2950","73395","20927"
"5900","5","295","72503","21034"
"5900","5","5605","71287","20618"
"5900","5","2950","74951","20920"
"5900","5","295","72714","20725"
"5900","5","5605","74092","20936"
"5900","5","2950","74791","21029"
"5900","5","295","74275","20603"
"5900","5","5605","72713","21016"
"5900","5","2950","70741","19973"
"5900","5","295","74287","20742"
"5900","5","5605","70349","19643"
"5900","5","2950","78821","21317"
"5900","5","295","76778","20571"
"5900","5","5605","78192","20903"
"5900","5","2950","75222","20863"
"5900","5","295","73848","20817"
"5900","5","5605","74780","20961"
"5900","5","2950","74767","20811"
"5900","5","295","73189","20542"
"5900","5","5605","72439","20227"
"5900","5","2950","73007","20710"
"5900","5","295","74522","20773"
"5900","5","5605","74325","20786"
"5900","5","2950","77488","21044"
"5900","5","295","75326","20780"
"5900","5","5605","78096","21077"
"5900","5","2950","72716","20855"
"5900","5","295","75508","20872"
"5900","5","5605","73324","21091"
"5900","5","2950","73111","20408"
"5900","5","295","73335","20462"
"5900","5","5605","74053","20604"
"5900","5","2950","73792","20827"
"5900","5","295","72852","20753"
"5900","5","5605","73410","20953"
"5900","5","2950","76375","20729"
"5900","5","295","77381","20654"
"5900","5","5605","76592","20710"
"5900","5","2950","77268","20823"
"5900","5","295","75303","19901"
"5900","5","5605","77342","20882"
"5900","5","2950","79294","20760"
"5900","5","295","77860","20408"
"5900","5","5605","75279","20436"
"5900","5","2950","75688","21099"
"5900","5","295","76389","20928"
"5900","5","5605","75987","21045"
"5900","5","2950","74882","20881"
"5900","5","295","74289","20831"
"5900","5","5605","74937","20611"
"5900","5","2950","75553","21298"
"5900","5","295","75243","21278"
"5900","5","5605","75318","20748"
"5900","5","2950","74961","21118"
"5900","5","295","75954","21016"
"5900","5","5605","75213","20877"
"5900","5","2950","77578","21068"
"5900","5","295","75762","20616"
"5900","5","5605","77549","20955"
"5900","5","2950","69155","18752"
"5900","5","295","70647","19140"
"5900","5","5605","69540","18617"
"5900","5","2950","76977","21168"
"5900","5","295","73010","20664"
"5900","5","5605","74439","20604"
"5900","5","2950","73386","20147"
"5900","5","295","71173","20720"
"5900","5","5605","75433","20915"
"5900","5","2950","71944","20846"
"5900","5","295","72626","21030"
"5900","5","5605","71649","20808"
"5900","5","2950","79363","21239"
"5900","5","295","77019","20778"
"5900","5","5605","76917","20736"
"6000","5","3000","78346","21348"
"6000","5","300","77829","21427"
"6000","5","5700","75925","20783"
"6000","5","3000","75259","20014"
"6000","5","300","76161","20961"
"6000","5","5700","73944","19630"
"6000","5","3000","77000","21171"
"6000","5","300","75386","21148"
"6000","5","5700","76295","21287"
"6000","5","3000","73892","21047"
"6000","5","300","73042","20961"
"6000","5","5700","73999","21339"
"6000","5","3000","75410","21325"
"6000","5","300","74745","21326"
"6000","5","5700","73677","21262"
"6000","5","3000","75339","21430"
"6000","5","300","76303","21541"
"6000","5","5700","74837","21309"
"6000","5","3000","75792","21442"
"6000","5","300","75494","20995"
"6000","5","5700","75271","21279"
"6000","5","3000","78445","20961"
"6000","5","300","76511","20872"
"6000","5","5700","78711","21181"
"6000","5","3000","73288","20998"
"6000","5","300","75553","21432"
"6000","5","5700","73737","20956"
"6000","5","3000","74639","21383"
"6000","5","300","74144","21230"
"6000","5","5700","70388","20199"
"6000","5","3000","78500","21230"
"6000","5","300","77440","20562"
"6000","5","5700","77910","21275"
"6000","5","3000","75307","21154"
"6000","5","300","75206","21129"
"6000","5","5700","72115","20196"
"6000","5","3000","70254","19071"
"6000","5","300","69778","19049"
"6000","5","5700","69108","19332"
"6000","5","3000","76020","21208"
"6000","5","300","74539","21116"
"6000","5","5700","76003","21214"
"6000","5","3000","75254","21147"
"6000","5","300","75937","21127"
"6000","5","5700","74223","20930"
"6000","5","3000","74877","21590"
"6000","5","300","75203","21436"
"6000","5","5700","74303","21399"
"6000","5","3000","75809","21141"
"6000","5","300","74386","20826"
"6000","5","5700","76690","21500"
"6000","5","3000","74671","21376"
"6000","5","300","74745","21221"
"6000","5","5700","74467","21211"
"6000","5","3000","75940","21591"
"6000","5","300","74060","20963"
"6000","5","5700","73425","21002"
"6000","5","3000","70111","20416"
"6000","5","300","68692","20087"
"6000","5","5700","74546","21340"
"6000","5","3000","73834","21103"
"6000","5","300","72612","21296"
"6000","5","5700","74208","21499"
"6000","5","3000","36276","10751"
"6000","5","300","72076","21275"
"6000","5","5700","72267","21130"
"6000","5","3000","76811","21208"
"6000","5","300","76201","21086"
"6000","5","5700","76366","20510"
"6000","5","3000","76897","21461"
"6000","5","300","78111","20868"
"6000","5","5700","77534","21629"
"6000","5","3000","76615","21027"
"6000","5","300","76593","20844"
"6000","5","5700","77141","21023"
"6000","5","3000","75112","21294"
"6000","5","300","74444","21139"
"6000","5","5700","75021","21310"
"6000","5","3000","76659","21347"
"6000","5","300","77185","21562"
"6000","5","5700","78135","21302"
"6000","5","3000","78709","21215"
"6000","5","300","81328","21452"
"6000","5","5700","79155","21515"
"6000","5","3000","76716","21152"
"6000","5","300","75477","20919"
"6000","5","5700","74713","20620"
"6000","5","3000","79266","20631"
"6000","5","300","78690","20441"
"6000","5","5700","78226","20744"
"6000","5","3000","81304","21384"
"6000","5","300","80529","21438"
"6000","5","5700","78822","21260"
"6000","5","3000","74100","21000"
"6000","5","300","74121","20868"
"6000","5","5700","73217","20828"
"6000","5","3000","74801","21634"
"6000","5","300","72686","20845"
"6000","5","5700","74812","21137"
"6000","5","3000","78109","20973"
"6000","5","300","80149","21482"
"6000","5","5700","76012","20190"
"6000","5","3000","74210","20822"
"6000","5","300","72852","20492"
"6000","5","5700","75428","20905"
"6000","5","3000","76236","21001"
"6000","5","300","74816","21158"
"6000","5","5700","77467","21457"
"6000","5","3000","77427","21420"
"6000","5","300","77514","21351"
"6000","5","5700","78081","21481"
"6000","5","3000","77178","21078"
"6000","5","300","75148","20935"
"6000","5","5700","78762","21327"
"6000","5","3000","76094","21362"
"6000","5","300","74379","21164"
"6000","5","5700","75133","21364"
"6000","5","3000","76764","21109"
"6000","5","300","78969","21306"
"6000","5","5700","77729","21291"
"6000","5","3000","73842","21272"
"6000","5","300","73521","21082"
"6000","5","5700","75340","21483"
"6000","5","3000","75181","21317"
"6000","5","300","73411","21046"
"6000","5","5700","74166","21395"
"6000","5","3000","75890","21204"
"6000","5","300","74287","21218"
"6000","5","5700","75380","21319"
"6000","5","3000","76963","21121"
"6000","5","300","78597","21451"
"6000","5","5700","76939","20925"
"6000","5","3000","78409","21164"
"6000","5","300","77545","21123"
"6000","5","5700","77595","20905"
"6000","5","3000","73262","20999"
"6000","5","300","75233","21190"
"6000","5","5700","75174","21348"
"6000","5","3000","79046","21353"
"6000","5","300","76580","20916"
"6000","5","5700","74635","20256"
"6000","5","3000","75133","21302"
"6000","5","300","74493","21168"
"6000","5","5700","73050","20620"
"6000","5","3000","79826","21436"
"6000","5","300","78221","21544"
"6000","5","5700","79553","21579"
"6000","5","3000","75936","21304"
"6000","5","300","76953","21303"
"6000","5","5700","76218","21268"
"6000","5","3000","76676","20579"
"6000","5","300","75154","20310"
"6000","5","5700","79681","21421"
"6000","5","3000","75052","21464"
"6000","5","300","73751","21157"
"6000","5","5700","75784","21185"
"6000","5","3000","71525","20372"
"6000","5","300","71086","20279"
"6000","5","5700","73083","21168"
"6000","5","3000","74737","21287"
"6000","5","300","73431","20946"
